IDZipCode,Province/City,Wards,District,Country,Continents
1418,Fortaleza,K'vemo K'art'li,Distrito Capital de Bogot,Brazil,South America
1419,Belo Horizonte,Brong-Ahafo,Valais (fr),Brazil,South America
1420,Santiago,Ashanti,Valle del Cauca,Chile,South America
1421,Puente Alto,Lower River,Santander,Chile,South America
1422,Antofagasta,Samegrelo-Zemo Svanet'i,West,Chile,South America
1423,Talcahuano,Bok_,Antofagasta,Chile,South America
1424,Cali,Kommune Kujalleq,Valpara so,Colombia,South America
1425,Barranquilla,North Bank,South,Colombia,South America
1426,Cartagena,Banjul,Adamaoua,Colombia,South America
1427,Bucaramanga,Qeqqata Kommunia,Far North,Colombia,South America
1428,Guayaquil,Coyah,Fujian,Ecuador,South America
1429,Quito,Dubr_ka,Ais_n del General Carlos Iba ez del Campo,Ecuador,South America
1430,Cuenca,Mandiana,Littoral,Ecuador,South America
1431,Santo Domingo de los Colorados,Samts'khe-Javakhet'i,Sucre,Ecuador,South America
1432,Stanley,Dinguiraye,Shanghai,Falkland Islands,South America
1433,Cayenne,Faranah,Schwyz (de),French Guiana,South America
1434,Matoury,Macenta,Zhejiang,French Guiana,South America
1435,Saint-Laurent-du-Maroni,L_louma,Matanzas,French Guiana,South America
1436,Kourou,Boffa,Nei Mongol (mn),French Guiana,South America
1437,Georgetown,Avannaata Kommunia,Woroba,Guyana,South America
1438,Linden,Beyla,Henan,Guyana,South America
1439,New Amsterdam,Siguiri,Jiangxi,Guyana,South America
1440,Anna Regina,Kommuneqarfik Sermersooq,Choc,Guyana,South America
1441,Ciudad del Este,Gaoual,Ningxia,Paraguay,South America
1442,San Lorenzo,Kankan,Guizhou,Paraguay,South America
1443,Fernando de la Mora,Peloponn sos,Santiago de Cuba,Paraguay,South America
1444,Limpio,Litoral,Hubei,Paraguay,South America
1445,Lima,Gu_k_dou,Maule,Peru,South America
1446,Arequipa,Kentrik  Makedon a,Aomen,Peru,South America
1447,Callao,Dalaba,Bol var,Peru,South America
1448,Trujillo,Annob n,Camag ey,Peru,South America
1449,Paramaribo,Koubia,La Araucan a,Suriname,South America
1450,Lelydorp,Upper East,Shanxi,Suriname,South America
1451,Brokopondo,Kommune Qeqertalik,Antioquia,Suriname,South America
1452,Nieuw Nickerie,Lola,"San Andr_s, Providencia y Santa Catalina",Suriname,South America
1453,Montevideo,Upper River,Caquet,Uruguay,South America
1454,Salto,Koundara,Yunnan,Uruguay,South America
1455,Las Piedras,Anatolik  Makedon a kai Thr ki,"Praha, Hlavn  me_to",Uruguay,South America
1456,Rivera,Centro Sur,Como_,Uruguay,South America
1457,Caracas,Kindia,Chongqing,Venezuela,South America
1458,Maracaibo,Central River,Ribeira Brava,Venezuela,South America
1459,Maracay,Nz_r_kor_,Guangdong,Venezuela,South America
1460,Valencia,Fria,Biob o,Venezuela,South America
1461,Pago Pago,Bioko Sur,Hainan,American Samoa,Oceania
1462,Leone,Stere  Ell da,Baden-W rttemberg,American Samoa,Oceania
1463,Faleniu,Bioko Norte,Risaralda,American Samoa,Oceania
1464,Mapusagafou,Attik,Sancti Sp ritus,American Samoa,Oceania
1465,Sydney,Ion a N sia,Norte de Santander,Australia,Oceania
1466,Melbourne,Kissidougou,S o Filipe,Australia,Oceania
1467,Brisbane,Thessal a,Libertador General Bernardo O'Higgins,Australia,Oceania
1468,Perth,K_rouan_,Arauca,Australia,Oceania
1469,Avarua,Pita,Casanare,Cook Islands,Oceania
1470,Dili,Kouroussa,Meta,East Timor,Oceania
1471,Same,Lab_,Cundinamarca,East Timor,Oceania
1472,Maliana,Vore o Aiga o,Quind o,East Timor,Oceania
1473,Suai,Tougu_,Granma,East Timor,Oceania
1474,Suva,Mali,Vichada,Fiji,Oceania
1475,Lautoka,T_lim_l_,Boyac,Fiji,Oceania
1476,Nadi,Mamou,Tianjin,Fiji,Oceania
1477,Labasa,Wele-Nzas,East,Fiji,Oceania
1478,Faaa,Yomou,Saarland,French Polynesia,Oceania
1479,Papeete,Dytiki Makedonia,Xizang,French Polynesia,Oceania
1480,Punaauia,peiros,Lim n,French Polynesia,Oceania
1481,Pirae,Escuintla,Putumayo,French Polynesia,Oceania
1482,Dededo Village,Ki_-Ntem,S o Domingos,Guam,Oceania
1483,Yigo Village,Alta Verapaz,Tarapac,Guam,Oceania
1484,Tamuning-Tumon-Harmon Village,Quich_,Nari o,Guam,Oceania
1485,Tamuning,Chimaltenango,Holgu n,Guam,Oceania
1486,Tarawa,Baja Verapaz,C rdoba,Kiribati,Oceania
1487,Betio Village,Jutiapa,Porto Novo,Kiribati,Oceania
1488,Bikenibeu Village,Izabal,Alajuela,Kiribati,Oceania
1489,Teaoraereke Village,Kr ti,S o Salvador do Mundo,Kiribati,Oceania
1490,Majuro,Dytik  Ell da,Ciego de  vila,Marshall Islands,Oceania
1491,Ebaye,El Progreso,Sichuan,Marshall Islands,Oceania
1492,Arno,Bissau,Gansu,Marshall Islands,Oceania
1493,Jabor,Santa Rosa,La Habana,Marshall Islands,Oceania
1494,Weno,Quinara,Regi n Metropolitana de Santiago,Micronesia,Oceania
1495,Tofol,Bafat,Guanacaste,Micronesia,Oceania
1496,Colonia,Guatemala,Ciudad de La Habana,Micronesia,Oceania
1497,Kolonia,Retalhuleu,Sal,Micronesia,Oceania
1498,Arijejen,Sacatep_quez,Magdalena,Nauru,Oceania
1499,Menen,East Berbice-Corentyne,Boa Vista,Nauru,Oceania
1500,Yaren,Pet_n,Maio,Nauru,Oceania
1501,Baiti,Cacheu,Vaup_s,Nauru,Oceania
1502,Tadine,Totonicap n,Taiwan,New Caledonia,Oceania
1503,Bourail,Gab,Bremen,New Caledonia,Oceania
1504,Canala,Atl ntida,Lemesos,New Caledonia,Oceania
1505,Koumac,Suchitep_quez,Santa Catarina,New Caledonia,Oceania
1506,Auckland,Essequibo Islands-West Demerara,S o Miguel,New Zealand,Oceania
1507,Wellington,Not o Aiga o,Ribeira Grande,New Zealand,Oceania
1508,Christchurch,Santa B rbara,Centre,New Zealand,Oceania
1509,Manukau City,Biombo,Larnaka,New Zealand,Oceania
1510,Alofi,Huehuetenango,Praia,Niue,Oceania
1511,Kingston,Zacapa,Xianggang,Norfolk Island,Oceania
1512,Saipan,Barima-Waini,Stredocesk_ kraj,Northern Mariana Islands,Oceania
1513,San Jose Village,Oio,Tarrafal,Northern Mariana Islands,Oceania
1514,Koror,Valle,Jilin,Palau,Oceania
1515,Koror Town,Solol,Jihocesk_ kraj,Palau,Oceania
1516,Kloulklubed,Jalapa,Las Tunas,Palau,Oceania
1517,Ulimang,Chiquimula,Ammochostos,Palau,Oceania
1518,Port Moresby,Demerara-Mahaica,Villa Clara,Papua New Guinea,Oceania
1519,Lae,El Para so,Heilongjiang,Papua New Guinea,Oceania
1520,Arawa,Upper Demerara-Berbice,steck_ kraj,Papua New Guinea,Oceania
1521,Mount Hagen,Mahaica-Berbice,Plzensk_ kraj,Papua New Guinea,Oceania
1522,Adamstown,Potaro-Siparuni,Cesar,Pitcairn Islands,Oceania
1523,Apia,Licko-senjska _upanija,Jihomoravsk_ kraj,Samoa,Oceania
1524,Asau,Koprivnicko-kri_evacka _upanija,Dikhil,Samoa,Oceania
1525,Mulifanua,Cop n,Puntarenas,Samoa,Oceania
1526,Faleula,Cuyuni-Mazaruni,Hessen,Samoa,Oceania
1527,Honiara,Comayagua,Karlovarsk_ kraj,Solomon Islands,Oceania
1528,Auki,San Marcos,Mecklenburg-Vorpommern,Solomon Islands,Oceania
1529,Gizo,Olancho,Xinjiang,Solomon Islands,Oceania
1530,Buala,Gracias a Dios,Keryneia,Solomon Islands,Oceania
1531,Atafu Village,Lempira,Huila,Tokelau,Oceania
1532,Nukunonu,Karlovacka _upanija,Kr lov_hradeck_ kraj,Tokelau,Oceania
1533,Fale old settlement,Ocotepeque,Libereck_ kraj,Tokelau,Oceania
1534,Neiafu,Quetzaltenango,Tarrafal de S o Nicolau,Tonga,Oceania
1535,Haveluloto,Tombali,Cienfuegos,Tonga,Oceania
1536,Vaini,Bolama,La Guajira,Tonga,Oceania
1537,Pangai,Col n,Hebei,Tonga,Oceania
1538,Funafuti,Islas de la Bah a,Cartago,Tuvalu,Oceania
1539,Alapi Village,Cort_s,S o Louren o dos  rg os,Tuvalu,Oceania
1540,Fakaifou Village,Bjelovarsko-bilogorska _upanija,Arta,Tuvalu,Oceania
1541,Savave Village,Pomeroon-Supenaam,Brava,Tuvalu,Oceania
1542,,Grad Zagreb,Moravskoslezsk_ kraj,U.S. Minor Outlying Islands,Oceania
1543,Port-Vila,Choluteca,Pardubick_ kraj,Vanuatu,Oceania
1544,Luganville,Krapinsko-zagorska _upanija,Zl nsk_ kraj,Vanuatu,Oceania
1545,Norsup,Intibuc,Sachsen-Anhalt,Vanuatu,Oceania
1546,Port-Olry,Upper Takutu-Upper Essequibo,Atl ntico,Vanuatu,Oceania
1547,Mata-Utu,Po_e_ko-slavonska _upanija,Tolima,Wallis and Futuna,Oceania
1548,Leava,Vukovarsko-srijemska _upanija,Qinghai,Wallis and Futuna,Oceania
1549,Alo,Francisco Moraz n,S o Vicente,Wallis and Futuna,Oceania
